tupi,portugues
TUPÃ-MB-URU,blasfemar.
TUPÃ MONG-ETA,"intransitivo: falar com Deus, orar, rezar. Celebrar missa. 0 ""t"" é temãtico. Em guarani é nhe-rabo-é."
TUPÃ MONG—ETÃ-QABA,t ornamento.
TUPANA,"; dia de Deus, dia-santo. O ""t"" é temã tico."
TUPÃ-NEME,"em dia-santo. 0 ""t"" é temãtico."
TUPAN-OKA,: t igreja.
TUPÃ-OKA,: t igreja.
TUPÃ-POTABA," dlzimo. 0 ""t"" é temãtico."
TUPÃ-R-ARA,"t comunhao. Verbo: transitivo: to- mar a Deus, comungar. 0 ""t"" é temãtico."
TUPÃ-RAYRA,"x filhos de Deus. O ""t"" é temãtico."
TUPÃ-RAYRA-ANGABA,t a imagen do filho de Deus.
TUPÃ R-ekO-KOABA,"t a sabedoria ou o entendimen to de Deus. 0 ""t"" é temãtico."
TUPÃ-RERA-R-ENóI-A,transitivo:
TUPÃ-RERA-R-ENóI-A,jurar (em nome de
TUPÃ-R-OKA,: t igreja.
TUPÃ T-EKó-KOABA,t a sabedoria ou o entendimen to de Deus.
TUPI-xOaRA,esplrito.
T-UR-A,"transitivo: Infinitivo de ""iur"""
T-UR-A,"ão subordinada de ""lur""."
TUR-U(JU,"grande, grosso e roliqo."
TURU-MUMBU,mexilhão.
TUTUK-A. Substantivo; palpita^ão,"palpitante. Verbo: intransitivo: palpitar. 0 ""t"" é temãtico."
"TUTYRA,","o tio materno, irmão da mae, grimo da mãe, primo, esposo da irma do pai ou da prima do pai."
TY-A-BOR-A,"intransitivo: sofrer falta, sofrer miseria, faltar mantimentos. Adjetivo: pobreza. Substantivo; falta de mantimentos."
TYÃIA,gancho.
"TY-APYÍ-A,",transitivo: esgotar bebida ou vaso.
TY-A-RO,"amadurecido, de - ve"
TY-A-RO,","
TY-A-RS,intransitivo: amadurecer.
"TYB-A,","verbal abundancial: muitidão, jazida, Modifica os verbos formados de,"
"TYB-A,","cara% ""caba"" e ""t-e-mi 11 dando- ibes ideia mais acentuada: constancia r continuacão, frequencia, habito. Pode-se conjuga-lo como Verbo: a- bundancial: estar, haver. Ex: mo-tyb-a: fazer caso de, fazer muito de,"
TYB-A,"abundancial: haver, abundar r haver falta (na forma negativa ). Em tupinambã é T 'tyve"
TYB-A,1
TYB-A,0 “t 1 é temãtico.
TYB-ETÃ-,"abundancial: haver muito, abundar,"
T-YBY-KOARA,"jazigo, sepultura."
TYBYR-A,"po r poeira. — tubyra,"
TYBYR-QK-A,"transitivo: espanar, escovar, tirar o p5 de. 0 11 t M é temãtico."
TYBYTABA,"sobrancelhas, supercilios. 0 il t,< é temãtico."
TYE-,"canãrio, pãssaro da familia dos fringili- deos, gênero Serinus."
TYE-PIRANGA,"tié ou canãrio, pãssaro da farni- lia dos fringilideos, gênero Serinus,“ tyié-guagu_"
TYGÉ,barriga. Pronuncia tyghé.
"TY-GUERA. Participio: passado de ""tyba, r: acabado","assoiado, consumido, destruido, não hã mais."
TYlE-GUAgU-PAR-O-ARA,"cardeal, pãssaro da fa- milia dos fringilideos, gênero Paroaria."
TYlÉ-ÍUBA,"canãrio, pãssaro da familia dos frin gilideos, gênero Serinus,"
TY-I-TY-I-A,transitivo: ter retengão de urina.
"TYKUK-UR-A,",transitivo: sorver.
"TYKYR-A,","gota, goteiro, pingo. 0 ""t"" e temãtico"
TYM-A,"transitivo: enterrar, plantar, sepultar."
TYMÃ,"irregular: perna,"
TYMA-AóBA,irregular:
TYMA-AóBA,calga.
TYMA-KANGA,irregular: canela.
TYMA-NHE-MANGA-,perna torta.
TYMÃ-OO,barriga da perna.
TYM-ARA,enterrar
TYM-ARA,"aquele que: o que enter- ra, coveiro. - tv-rabara."
TY-MBARA,enterrar
TY-MBARA,"aquele que: o que enter- ‘ra, coveiro."
T. YNÃ,variedade de farinha que não é peneirada.
TY-NYQEMA,cheio.
TY-PAAMA,pedra ou calculo renal ou vesicular.
TYPOTA,"tipoia, charpa."
TYPOTA,Camisola. E neologis- mo do guarani.
TYPYAKA,fécula de raandioca.
TYPY-A-KUl,farinha de raandioca:
TYPY-APY-AMABABA,"fundura repentina, perãu, cu- jo termo portugués antigo é apeirãu."
TYPYOKA,fécula de raandioca.
TYPY-O-KUÍ,farinha de tapioca.
TYPYOK-Y,vinho da fécula de mand'ioca.
TYRA,"companheiro, conduto. Apilcado a comidas, significa tanto o aliraento principal corao o seu aeompa- nhamento. 0 ”t"" é teraãtico."
TYRÃ,"arrepio. 0 ""t"" é temãtico. Adjetivo: ãspe- ro."
TYRUNGA,Só se emprega com o objeto incorporado: cilada.
TYRYRYK-A,"intransitivo: ir de rastro, afastar-se, des- viar-se."
TYTYK-A,"palpitacão. Adjetivo: palpitante. Verbo: intransitivo: tremer, estremecer, palpitar. 0 ""t"" é te. mãtico."
TY-URU,bexiga. c
C,"transitivo: irregular: coir. er, beber. Não se usa com pronone objetivo. Na forirtacao do gerundio, não sendo precedido de consoante""u"", cede lugar a ""auabo"". 0"
U,"verbal de subordinagão. Os verbos de conjugagão subordinada perdem o Prefixo: agente e, se termina em consoante, junta-se-lhe ""ú"". Caso o Verbo: esteja modi- ficado por alguma particula, o ""-u"" se colo- ca depois da particula. Ex: mara-namo-pe g-enoi-etã-u?"
UA,"L fundo, assento. 'Popa. 5 Canto interno. “Cope."
UA,"palmito, caule sem a espiga ou grão, haste, talo."
UA,interrogativo: onde?
"CAlA ÍC"")•","rabo, cauda."
OAl-BABAK-A (XE),transitivo: abanar o rabo.
GAlA-CYKA,rabico.
Oa-PYKU,"pica-pau, ave da familia dos picifor- mes."
"UBA,","pai, tio, irmão do pai (ego homem ou mulher). Verbo: transitivo: irregular: (indicativo lub): jazer."
UB-A-ECÉ,"transitivo: irregular: (indicativo de ""iub"": estar deitado, jazer, mas o radical é ""ub""): hos pedar-se em casa de."
UBAN-A,"transitivo: abrigar, envolver."
UBAN-DABA,"transitivo: abrigo, envoltório. u-BARABA. Adjetivo: pintado: auié-paraba."
UBA-RAB-A,tr
UBA-RAB-A,nsitivo: desembrulhar. - uba- rok-a (nh-).
UBA-R-OK-A,tratisitivo: desenbrulhar.
UBS,"factivo: Lrregular: estar deitado, estar desperto (sem se mexer)."
UB-I,"factivo: irreqular (o radical é ""iub""): estar deitado, estar quieto."
UB-IóTE,"factivo: irregular (indicativo""iubi"" ou ""rubiote""): estar deitado, estar quieto. -- ub-i."
UB-I-XABA,"cacique, capitão, chefe, maio- ral."
UB-I-XABA,"Rei. Adjetivo: (C—): enorme, grande, imenso."
UB-I-XÃ-KATU,"capitao, chefc, ma. ioral."
UB-I-XÃ-KATU,"Rei. Adjetivo: (C —): enorme, grandé, imetiso."
UB-URU,"calca, ceroula."
UCA,espécie de caranguejo.
U'-CAB-A,"intransitivo: (iur= vir, radical ""ur"")."
"UCA-OK-A,",intransitivo: apanhar carangejo.
U-CAR-A,"intransitivo: (iur= vir, radical ”ur“)."
UCA-UNA,espécie de caranguejo.
U-CSl-A,"sede. - y-u-géia. Verbo: defectivo: ter vontade de, desejar, querer comer ou beber. Só se usa com objeto incorporado."
U-CEl-BORA,sedento:
UCEl-BORA MO-Y-0,"transitivo: dar de beber aos que téra sede. - UCU. Sufixo: de grau do substantivo: grande, ou estado mais avancado. S usado para os noraes de vogal ãtona. Os de tónica usain""guacu"". Como Sufixo: Adjetivo: significa: grande e grosso, muitos."
UC0l - A,"transitivo: aferrar (o musculo da perna, bra-"
UGOaI-A,"acompanhamento (de filhos), cauda, rabo."
UiGOaI-BABAK-A (XE),transitivo: abanar o rabo.
UGOaI-A-CYK-A,rabicó (norae popular do porco).
UG-Oera,quarto trazeiro.
UGO-Y,"1 sangue. Menstruacão, a primeira menstruacão. ugU-y-kA (g-}"
UGU-Y-kA,"transitivo: 1 tirar sangue de, ensanguen- tar. 2 Deflcrar."
UGu-Y-KATU,fluxo de sangue.
UGU-Y-KUTUK-A,intransitivo: sangrar.= ugu-y-moema.
UGU-Y-MOEM-A (C->,intransitivo: sangrar.
UGU-Y-MO-MBUK-A,transitivo: sangrar.= ugu-y-moem-a.
UGU-Y-OK-A,transitivo: sangrar (alguem ou algum bicho).
Ut,"farinha de mandioca, grão de farinha, 0“T. Verbo: factivo: um dos tempos da conjugacao subordina- da de lub 11: cstar dcitado (radical ""ub 11 )."
"Ul, Partlcula, Serve para exprimir o complemento restritivo ou determinativo. ul","de proximidade: esse (a (s), aquele(a) (s), isso t aquilo, eis que lã, longe,"
"OI-A,",transitivo: escaldar
"OI-A,","queimar (quando nasal pede ""nho fl )."
UI-APUÃ,"bolota de farinha puba,"
Ul -ATA,"farinha de guerra, farinha de tapioca."
Ul-CYKA,"farinha de guerra, farinha comum."
Ul-ECA-KUA-TINGA-,farinha de tapioca.
Ul-MIXA-KURUBA,espécie de farinha.
Ul-PABA,espécie de farinha de mandioca. Em tu- pinambã é ui-pu.
Ul-PUKU-lA,intransitivo: mexer a farinha.
Ul-PUKU-MO-NHANG-A,intransitivo: ensacar a farinha de mandioca.
UI-TINGA,espécie de farinha.
Ul-TYNA,espécie de farinha de tapioca.
Ul-TYNA,com que se proceda.
Ukar determina que se proceda. Precede todas as partlcu- las que se seguirem ao,"Se o Verbo: ao que se pref_i xou ""mo-"" não é ativo, ""ukar"" equivale a: fazer, mandar."
U-KATU,irregular: mar calmo. Verbo: reflexi- vo (ub= fa 2 er
U-KATU,"katu=bom): acomodar-se bem, deitar -se bem. fi infinitivo de ""Íu-katu""."
UKEl,"cunhado, mulher do irmão ou primo de mulher, concunhadas, esposas de dois irmãos do marido."
UKEl-MENA,o marido da cunhada.
UKOAR-A,intransitivo: ofegar (de leve).
"UMÃ. Particula: jã, antes a, hã tempos (se vem de - pois do verbo). Pode exprimir o passado em lugar ou antes de ""beé"". = ua",interrogativo: onde? On de estã? Que é de?
UMBARABA,cheio de pintas pretas.
UMBY,"ancas, cadeiras."
UMBY-ABA,"transitivo: arquear (com pau, cordas)."
UMBY-KYRA,"1 uroplgio, curanchim, coccix. 2 Bi- co (do peito, da fruta, etc.)."
UMÉ-TEKÉ NHANDU-RUÃ!,de conselho: olha não... I Guar- da-te de... I
UMUANA,"antigo, velho, idoso, revelhusco."
UNA fT— >,"preto, escuro, negro. Em tupinamba e o."
UNA-UNA,espécie de besouro.
UNGã-,transitivo; apalpar.
UNGCÃ,almofari
UNGCÃ,", piião"
UNGOA-OBA-1-XÚARA,mão-de-pilao.
UNU-ANÃ,espécie de tartaruga. k k k k ie -k -k
UPI,", de Íub, radical ""ub"": ó pai!"
UPAB-A,"rede de dormir, lugar de deitar."
J - 1 cama,2 Reparo de artilharia.
U-PABA,"lagoa, lago."
UPÃ-CAMA,corda de rede.
UPÃ-MIRI,lagoa.
UPA-RANA,"brejo, pantanal, pãntano."
U' PÃ-RUNG-A,"transitivo: arranjar, armar. Rung-a é defectivo. Emprega-se com o objeto incorporado."
UPÃ-TI,"transitivo: atar a própria reae, atar as extremidades (da rede)."
UPÃ-TYBA,lugar em que é costume deitar (em rede).
UPIÃ,ovo.
UPIÃ-IUBA,gema do ovo.
UPIAR-A,"1 inimigo, adversãrio. 2 Armadilha, ra toeira. Adjetivo: mãximo."
UPIÃ-TINGA,clara do ovo.
UPI-NDOARA,"o que é verdadeiro, verdade. upi-ndOar-eyma {c-> urupé"
UPI-NDOAR-EYMA,"o que é falso, falsidade."
UPIR-A,"transitivo: armar, erguer, levantar, levar as costas."
UPYRA,"alimento, comida. Adjetivo: comido."
UR-A,"transitivo: trazer, vir (indicativo e ""iur"")."
URA,"berne, verme de mosca que se desenvolve na- pele dos animais."
URA GUI-lE-BY,intransitivo: regressar (indo).
URAPA-QAMA,corda do arco.
URAPAR-A,arco. É composicão de ybyrã
URAPAR-A,apara).
URU,"irregular: barca, cesto, embarcagão, gaiola, receptãculo, recipiente, vasilha, vaso. 0 pre fixo de classe, conforme o caso, é superior e inferior: a) coiti relação a quem carrega: c-epuru; b) com relação ao que vai dentro: g-uru; c) com relagão a quem bebe{da vasilha)i t-e-mi-uru ou g-e-mi-uru."
URU,"ave da familia dos fasianideos, gênero Odon tophorus."
URUB-I-TINGA,"gavião preto, cancao, da familia dos corvideos, ginero Cyanocorax."
URUBU,nome de uma constelação. Ornitologia: ave da familia dos catartideos.
URUQU,"(no aumentativo): grande. Só se usa na 3a. pessoa. As 1as. e 2as. pessoas se valem de eburugu (g-, r-). Ex; xe r-eburugusou grande. T-urugu: é grande."
URUGUÃ,espécie de caracol.
URUGUÃ-PUPÉ,cãncer.
URU-MARU,"lixa, peixe do gênero Esqualo."
URUPA-QAMA,corda de arco. Qama
URU-PEMA,peneira.
URU-PEM-O-KANGA,peneira rala.
URU-PEM-U(^U -,peneira grande.
URURA,espécie de lagarto dãgua.
URUTÃ,nome de vãrias aves da familia dos
URUTÃ-cOI,espécie de coruja.
URUTÃ-URAN-UCU,"t ãguia,"
URUTU,espécie de bagre.
UO,"tosse, escarro. Verbo: intransitivo:: tossir, escairar,"
U-0,intransitivo: beber ãgua. =» y-u.
"UO, AQY",tosse maligna.
U-UBÃ,"1 um certo bambu sera a folha. 2 Pénis, par- tes sexuais do homem."
UUBA,irregular: flecha (jã preparada).
U-UBÃ-QY,flecha envenada.
U-UBÃ-EÉ-NDYBA,t canavial.
U-UBÃ-NHÃ,irregular: mossa ou entalhe de flecha.
U-UBÃ-PÉ•,"pé de folha, penca."
U-UB-E-R-EKó-ARA,"irregular: t frecheiro, sagitãrio."
U-UB-ETÉ,"irregular: cana, sem nós."
U-U-BORA,"irregular: efeito da flecha. Adjetivo: cheio de flechas, flechado. Verbo: transitivo: irregular: atirar flechas em."
U-UB-URU,irregular: aljava.
U-U-^AMA,irregular: t arpao.
UUMA,"borra, lama, sedimento. Adietivo: 1 ma- cio, pastoso, fofo, maduro (fruto) e mole. Enlameado."
UU-PEPó,irregular: pena de flecha. u-YBA. Substantivo: irregular: flecha {de gente). 
XE,"pessoal: eu. Corresponde a ""ixé""."
"Pronomãe objetivo. Sua significação varia com a sua po- sicao na frase. Com o objeto direto na la. pessoa e o sujeito da 2a.: te, vos; com o objeto direto da 2a.: te, vos; da 3a.': se. Vem logo antes do tema verbal, dS termina a queda do","agente e assume formas diversas, con- forme a pessoa do sujeito."
XE,de carinho: senhorl Mano I Não le va possessivo como os outros vocativos de carinho.
XE Afi,": eu mesmo, eu próprio."
XE É,": eu próprio, eu mesmo."
"XE-PO,","cardinal: t cinco. É um circunlóquio para de- signar o número cinco, que não tinha em tupi: minha mão."
XE-PO XE-PY,"cardinal: t vinte. É um circunloquio para designar o número vinte, que não tinha em tupi: minhas mãos e meus pés."
XEROR0,espécie de perdi
XEROR0,.
XO. Particula de conjuga<; ão futura no negativo. Acrescenta- se ao,"com ""ne"" ou com ""é-ne"". Ex: xe r-oby-i-xó é-ne: não serei azul. No condicional pode-se também acrescentar ""é"" ou não. Ex: nd' oro psyk-i-xó-pe-mo?"
"XOK-A. Verb'o transitivo: chugar, pilar, socar. Trata-se do","""cok-a"", na 3a. pessoa do singular, quando leva o Pronome: objetivo: ""i"", com cujo contato fa"
"XOK-A. Verb'o transitivo: chugar, pilar, socar. Trata-se do","mudar o ""c"" em ""x"":. Ex: o-I-potar nde i xok-a: ele quer que o piles."
XUBAN-A,"transitivo: chupar o sange. S o caso do contato com ""I"", ""y"" ou mesmo ""i"", quando a palavra precedente com essas vogais ou semivogais fa zem mudar o ""c"" para ""x""."
XY,"mae. S ""qy"" cujo “c"" teve con- tato com ""i"", ""y"" ou "" 1 "" da paiavra precedente, mudan do-o em ""x""."
Y,(pronuncia. quase yg):
Y,"ãgua, caldo, surao. 2 Rio. 3 Vinho (em composiqao de palavras). 1, Li quido (em geral)."
YÃ,cabaqa. A fruta da cabaceira trabalha- da para uso domãestico.
"Y-AQAP-ABA. Participio:: lugar, modo, meio, fim, instrumen to, etc. de passar o rio",passagem de rio.
YÃ-SYKA,cabaqa partida ao meio (formando duas cuias.
Y-AGARUP-ABA,"ancoradouro, porto."
Y-Al-A(XE),intransitivo: suar.
Y-AÍA,suor. Literalmente: ãgua azeda.
Y-AIBA,"tempestade marltima, mar tem - pestuoso."
Y-Al-KÃ,intransitivo: suar.
Y-AKÃ,irregular; braqo de rio.
Y-AKURA-Ã,irregular; remanso ou poijo de rio.
Y-APÉ-AR-Bu,ã flor da ãgua. y-apé-aribo.
Y-APÉ-ARIBO,"a flor da ãgua,"
Y-APÉ-ARA,superflcie ou tona dãgua.
Y-APE-NUNGA,"onda, mar picado.= yg-apé-nunga."
Y-APÉ-NUNGA,transitivo: fazer onda. Verbo: factivo: estar o mar picado.
YAP-IRA,irregular: mel de abelha. y-apO ybA-motara
YAPU,"barulho, som. Adjetivo: barulhento"
YAPU,"transitivo: fazer baruiho, fazer som, soar."
YAPGana,cheiro bom. Adjetivo: cheiroso
YAPOAN-A(XE),"intransitivo: cheirar bem, res- cender."
YAPOAN'-UQU,"1 cheiro a fartum, cneiro e bo- dum, cheiro a ranqo. 2 Rangoso."
YAPOAN'-UCU(XE),"intransitivo: cheirar a far- tum, cheirar a rango."
Y-APYRA,cabeceira ou nascente de no.
Y-APYRA-KOTY,rio acima.
YARYBÉ,"bonanga, mar caimo.= yaribé- katu."
YARIBé-KATU,"irreguiar: bonanga, mar calmo,"
YBÃ,"fruto, fruta."
YBÃ-AlA,:
YBÃ-AlA,"laranja, limão, fruto citrico."
YB'-AB-A,"transitivo: cortar as vergonteas, podar."
YBÃ-GUACU. BotSnica: 7,"cidra, fruto da cidreira. 2 Co co, fruto do coqueiro, palmãcea do gênero Cocus."
YBÃ-IuBA,laranja.
YBÃ-KA,"céu dos eleitos, felicidade eterna, paraiso."
YBA-KA-PORA,habitante do céu.
YBAK'-UNA,céu ou nuvem negra.
YBAK-Y-GUARA,+celestial.
YBA-PAAR-A,"lavoura, rora. kó-piraba. Ver- bointransitivo; rocar."
YBA'-PIRANGA,céu vermelho.
YBA-T-ATÃ,"cerne da madeira, jã gasta por"
YBA-T-ATÃ,ora.
YBATE,"sobrado. Adjetivo: alto. Prepo- sigao: em cima, no alto."
YBATS-ETfi-BAE,muito alto.
YBA'-TTNGA,nuvem.
YBEgS,"ralo, ralador."
YBÍ,"esguio, despontado."
YB5,"transitivo: atirar flechas, flechar, acer tar com flechas, fiscar com flecha."
YB5-YB5(XE),intransitivo: trepar.
YB6-BYRA,flechado.
YBOTYRA,flor.
YB'-U-AgURA,barranco.
Y-BURA,"ãgua que brota para cima, manancial."
YBY (T— J,"1 terra, chão. 2 Barriga. 3 Sepultura, se- pulcro."
YBY-AB-A ig-),"transitivo: abrir a terra, arar, ca var a terra."
YBY-AgOI-ABA,"campa, sepultura."
YBY-AgURA,"barranco, ladeira."
YBY-AKYTÃ,torrão.
YBY-AMA,"barranco, encosta, ladeira."
YBY-APABA,"cava, cova, vala. 2 Cercado."
YBY-Ã-PETEK-A,intransitivo: fazer taipa de mão.
YBY-Ã-PETEK-I-PURA,t taipa batida a mão.
YBY-API,intransitivo: tropegar.
YBY-A-PYTERA,f
YBY-A-PYTERA,centro da terra. 2 Limbo. 3 In- fernos.
YBY-Ã-YBY-AMA,barranco.
YBY-BOBOKA,"cobra coral, ofldio do gênero"
YBY-BOl,"baixo, raso."
YBY-BOKA,espécie de cobra venenosa.
YBY-g6(XE),"transitivo: afundar a terra, ero- sar."
YBY-gogOK-A,"intransitivo: pilar taipa, socar taipa de pilao."
YBY-QOgOK-I-PYRA,taipa de pilao.
YBY-gO'—PUKU(XE),"transitivo: afundar a terra, erosar."
YBY-EgA-PY-KAKGA,ribanceira.
YBY-ETÉ,terra firme.
YBY-GOA,ventre.
YBYÍA,"entranhas, vao. 2 0co, concavidade. 3 Par te inferior:"
YBY-Í-ABA,limite ou divisa de terra ou roga.
YBY-I-ARA,eãpécie de cobra.
YBY-I-A-0,"-noitibé, bacurau, ave da familia dos caprimulgideos, gênero Chordeides."
YBY-I-REMA,mau-hãlito.
YBY-KóIA_,"intransitivo: cavar a terra, cavar o chao."
YBY-KOAB-A (XE),"transitivo: afundar a terra, erosar."
YBY-KOA-BUKU - (XE),"transitivo: afundar a terra, erosar."
YBY-KOARA,"buraco (no chão), cova. 2 Ca- verna, cavouco. 3 Sepultura."
YBY-KOar'- ugu,furna.
YBY-KUl,: areia.
YBY-NAlAIA,"espécie de inseto chamado cabra- cega, uma libélula."
YBYNHA,"1 entranhas, vao. 2 0co, concavidade. 3 Parte inferior."
YBY-PEBA,"vargem, vãrzea."
YBY-PITANGA,espécie de barro avermelhado.
YBY-PORA,"habitante da terra, habitante do lugar."
YBY-POERA,: cepo.
YBY-PYK-ABA,campa.
"YBY-PY-POERA,",cepo.= yby-puera.
YBYRA,"irmão mais mogo (de homem), fi lho do irmão do pai."
YBYRA,"fibra, estopa. Adjetivo: fibro- so, filamentoso."
YBYRA,"margem, orla. 2 Extensão. Adjetivo: verde, fresco (carne, fruta, etc.), novo."
YBYRA,"ãrvore, madeira, pau, vara de cerca, estacada unidã'."
YBYRA-A,arvore frutifera.
YBYRA-AB-A,"transitivo: cortar lenha, cortar made"
YBYRA-AB-A,"t ra, lenhar. só se usa com objeto incorporado. Ex. a-ybyrã-ab: corto, racho lenha. O-i-ybyrã-ab: cor- tar um pedago de madeira."
YBYRA-BABAK-A,"pedago de pau que serve para se atirar, para derrubar frutas.' 2 Roda de engenho."
YBYRA-Q-OKA,nome de vãrios gusanos e bichos que dão na madeira.
"YBYRA-E-R-EKO-ARA,",jui
"YBYRA-E-R-EKO-ARA,",.
YBYRA-gOi-BA,vara fina.
YBYRA-GOIRA,"coutada, coitada."
YBYRA-GUY-BA,"coutada, coitada."
YBYRA-I,vara.
YBYRA-t -O-A^ABA,:
YBYRA-t -O-A^ABA,cru
YBYRA-t -O-A^ABA,.
YBYRA-kDA,espécie de cobra.
YBYRA-kOARA,tronco.
YBYRA-KYTI,intransitivo: fserrar madeira.
YBYRA-KYTI-ABA,fserra.
YBYRA-KYTI-ARA,t serrador.
YBYRA-MO-NHANG-A,transitivo: fazer fortificação ou cerca de defesa.
YBYRA-NH'-ATIMAN-A,roda de madeira.
YBYRA-NH'-ATIMAN-A,carreta (veiculo).
YBYR'-AóBA,linho.
YBYRA-PAN-A,transitivo: trabalhar madeira.
YBYRA-PAN-DARA,carpinteiro.
YBYR'-APARA,arco.
YBYR'-APARA-RANGA,"engenho, roda de madeira."
YBYR'-APARA-RANGA,carreta (veiculo).
YBYRA-PATAGOI,cerca de defesa> ou a estacada de rede feita coni ramagem.
YBYRA-PEBA,tãbua.
YBYRA-PE<JS,colher de pau. ybYRA-PEMA. Substantivo: tacape.
YBYRA-POK-ABA,arcabu
YBYRA-POK-ABA,", espingarda. ybyrA-pO-kanga"
YBYrA-Pó_KANGA,cerca de defesa com troncos mais espagados do que os do ybvrã.
YBYR'-APUÃ,estaca de ponta.
YBYRA-pOERA,: madeira.
YBYRA-Ré-R-EKó-ARA,falcaide.
YBYRA-TING'-I-ÍARA,jui
YBYRA-TING'-I-ÍARA,.
YBYRA-Y-gANGA,"maga, clava."
YBYRA-YQYKA,incenso.
YBYRA-YGA,barril.
"YBYRA-YGARA. Botãnica: ibiraigara, ãrvore com que se faz canoa",canoa feita do tronco inteiri- go da ãrvore.
YBYRA-YPY,espécie de abelha.
YBYRA-YPY-pOera,"cepo, tronco sem os ramos."
YBYT-Í-MBORA,"pó, poeira."
YBY-TINGA,"nuvem, nevoeiro, neblina."
YBYTU,vento.
YBYTU-AIBA,"ventania, tempestade, furacao."
YBYTU-BYRA,"pó, poeira."
YBYTU-GOAgu,"ventania, tempestade, furacão."
YBYT-YBYTYRA,"serranias, cadeia de monta- nhas, outeirós."
YBYT-YBYTYRA,factivo: ser cheio de morros.
YBYTY-GOAIA,vale.
YBYTYRA,"monte, serra, nontanha. ybytyr-i-gOana"
YBYTYR-I-GUANA,"morador da serra. 0 pre- fixo '‘ ç -"" estã funcionando corao classe superior."
YBYTYR-I-GUARA,morador da serra.
YBY-UPAB-A,"sepulcro, sepultura.=yby (t-)."
YBY-URU,"sepultura, sepulcro.= yby(t-)."
YBY-UUMA,"barro, lama."
YBY-YBY-AB-A,transitivo: arar a terra. A duplicagão é de intensidade.
YBY-YBY-KóIA,intransitivo: cavar o chao. A duplica- gao é de realce.
