tupi,portugues
PI-POK-A.,"transitivo:: beliscar, dar beliscao."
PI-POMONGA.,": pegajoso, viscoso."
PIRA.,"pele, casca."
PIRA.,peixe.
PIRA-AKA.,"piraaca ou cangulo, peixe da familia dos balistideos, genero Balistes."
PIRA-AKA-MUKU.,especie de bagre.
PIRA-AKANG-ATA.,peixe da familia dos malacan- tideos.
PIRA-AKAN-luBA.,"dourado, peixe da familia dos caracideos, genero SaLminus."
PIRA-BEBE.,"peixe-voador, da familia dos exoco- etideos, genero Exocoetus."
PIRA-QEM-A.,transitivo: sair o peixe.
PIRA-gYRYKA.,especie de peixe do mar.
PIRA-ETfi,peixes.
PIR-AIA.,"piranha, peixe da familia dos caraci- deos, genero Pygocartrus. Substantivo: t tesoura."
PIR-AlBA.,": lepra, variola. Adjeti"
PIR-AlBA.,"vo: bexiguento, leproso."
PIR-AI-BORA.,leproso.
PIRA-IKE.,"eptrada dos peixes, do mar para a desova."
PIRA-IKE.,245 pirA-Tuba pirA-pora
PIrA-Iuba,"dourado, peixe da famiiia dos caraci deos, genero Salminus. - pira-aka-luba."
PIRA-IURU-MEMBEKA.,"boca-mole ou gorete, peixe da familia dos cianideos, genero Cynoscion."
PIRA-lYKA.,"pirajica, peixe da familia dos qui- fosideos, genero Kypnosus."
PIRA-KAS.,i peixe moqueado. 2 Tempo da desova do peixe. 3 Alcagem do peixe.
PIRA-KA-MUKU.,especie de bagre.
"PIRA-KA-U-IUBA. Ictiologia;- dourado, peixe da familia dos caracldeos, genero Salminus. - pira-akan-Iuba. pirA-kiba","peixe-piolho, piraquiba ou remora, peixe da familia dos equeneldeos, genero Remora."
PIR'-AKUBA.,pele quente.
PIR'—AKUBORA.,(pira
PIR'—AKUBORA.,akuba
PIR'—AKUBORA.,bora
PIRA-KUKA.,especie de garoupa.
PIRA-KYRA.,"manjuba, peixe da familia dos engra- neldeos, genero Auchoviella."
PIRA-MBEBA.,"pirambeba, peixe da familia dos ca- racideos, genero Serrasaemus."
PIRA-MBU.,"pirambu ou sargo-de-beico, peixe da familia dos poniadasideos, genero Anisotremus."
PIRA-METARA.,"pirametara, ou salmonete, peixe da familia dos mulldeos, genero MulLus."
PIRA-MUKU.,especie de peixe.
PIR'-ANAMA.,": firme, obstinado, casca. grossa.."
PIRA-NEMA.,": peixe olho-do-cao, da familia dos priacantideos, genero Priacanthus."
PIRANGA.,vermelho. Em tupinamba e pira.
PIR-ANHA.,"piranha, peixe da familia dos car"
PIR-ANHA.,"ci- deos, genero Pygocentrus."
PIR-ANHA.,tesoura.
PIRA-NHANDY.,azeite de peixe.
PIRA-PEMA.,"camurupim, peixe da familia dos elo- pldeos, genero Tarpon."
PIRA-PORA.,o lugar onde o peixe e abundante. Po ra da passividade ao agente.
PIRA-PUAMA.,"baleia, cetaceo da familia dos bele- nopterldeos, genero Sibbaldus, Balaenoptera ou Mega- ptera. Em guarani i pira-pua."
PIRAR-A.,"transitivo: abrir, estender o arco."
PIRA-R-EgA.,": desfalecido, desmaiado."
PIRAR-I-PYRA.,aberto.
PIRA-R-OBA.,"piraroba ou pampo, peixe da familia dos carangldeos, genero Trachinotus."
PIR-ARUBA.,"ronoador, peixe da familia dos ciani- deos, genero Bairdiella."
PIR'-ATA.,": firme, resistente."
PIRA-TI-APOA.,peixe da famxlia dos serranideos.
PIRA-TINGA.,"pargo, peixe da familia dos espari- deos, genero Pargus."
PIRA-TININGA.,peixe seco.
PIRATY.,manceba.
PIRA-U,"transitivo: comer peixe,"
PIRA-Y-gOKA.,"lula ou seba, cefalopode do genero"
PIR'-E-MONñ,"comichao, sarna."
PIR' - ERA.,": couro, pele (separa da do corpo)."
PIRIANA.,listra. Adjetivo: listrado.
PIRIA-PIRIANA.,todo listado. A duplicaçao e ae in- tensidade.
PIRINGA,"intransitivo: (pele a latejar): ‘estreme- cer, arrepiar-se. 2 Sentir excitaçao sexual. Substan tivo: arrepio."
PIRI-PIRI-YGARA.,almadia ou jangada de junco.
PIRIRIK. A.,"intransitivo: faiscar, deitar fagulhas. Em guarani e piriri."
PIR-OK-A.,"transitivo: tirar a pele, esfolar."
PI-ROY.,": 1 fresco, refrescado. 2 Descan- sado, auviado."
PIR'-UA.,"bolha, calo. Adjetivo: empolado."
PIR'-UA-pOerA.,calo. Adjetivo: caloso.
PIR'-Y-AIA.,": calor, suor.. QT"
PIR-Y-TY.,lepra. Adjetivo: leproso.
PIR-Y-TY-BORA.,"leproso, o que esta leproso."
PI-TAl,"arrepio, calafrio."
PI-TAl,reflexivo: arrepiar-se de frio.
PITA-MO-A-g-ARA.,pereira.
PI'-TANGA.,": crianqa. Em tupinamba e peita, e, em guarani, pita."
PITANGA.,"avermelhado, pardo, fosco, trigueiro. — piranga."
PITANGUA.,"bem-te-vi, passaro da familia dos tiranxdeos, genero Pitangus."
PITANG-I.,"criancinha. 0 ""i' 1 e ai Sufixo: dimi- nutivo."
PI'-TINGA.,"mancha branca na pele, pano-branco."
PI ' -TI-TINGA.,"mancha branca na pele, pano-bran co. A duplicaçao e de intensidade por alastramento."
PITUB-A.,"transitivo: untar, tingir."
PITUB-A.,Ungir.
PITU-BORA.,"cansaço. Adjetivo: cansado, deprimi- do."
PITU-PIRANG-A.,transitivo: tingir com urucu.
PITU-PUKU.,transitivo: tingix as pernas de.
PIU.,"especie de mosquito, da familia dos simu- lideos, vulgarmente chamado borrachudo."
PI-XAM-A.,"transitivo: beliscar, bicar."
PlXfi,chamusco.
PI-X-UNA.,"negro, preto."
PI-XYB-A.,"transitivo:: esfre- gar, untar (a pele)."
PI-XYB-A.,Ungir.
PO,"Apocope de ""poro""."
PO.,"mao. 2 Como expressao de mao, pode significar ""poder"". Nasalado e ""mb5"". 3 Fio, fibra. 4 Grosaura. 5 Corpo de objeto comprido, como arvore, fios, varas, tiras, homens, linha."
PO-A-BYTERA.,dedo maedio da map.
PO-AgAB-A.,transitivo: transpassar a mao.
POAg-ABA.,pedra ou objeto com que atirar.
POAgA-BORA.,"marca ou sinal de pancada, de agoi- te, de pedrada. 2 Vergao."
POAQEMA.,"gemido, grito."
POAQEM-A,"intransitivo: gemer, gritar. pC-a-gQacu po-g-AuguB-A-EgS"
P'C-A-GOAgu-,polegar. pO-A-IoB-AIa Verbo: transitivo: manejar armado com as duas maos.
PO-fi-KATU-,"certeiro, de boa pontaria,"
PO-A-MTRI.,dedo-mindinho.
PC-ANAMA,"1 aspero ao tato. 2 Grosso, grosseiro."
PC-A-NHAA.,"anel,"
P0-AOBA.,t luva.
PO-APE.,unha da mao.
PC-APE-lARA,"Adjctivo: avarento, sovina."
PO-APE-BORA.,"unhada, sinal das unhas,"
PO-APYlA_,ligeiro.
PO-A-PYTERA.,palma da mao.
PO-AR-A-EQE.,transitivo: bater em.
PO-ATA,"reto, direito."
PO-AT'-AQABA.,costas.
PO-ATYKA.,"transitivo: tapar ou fechar, - eg-atyk-a,"
PO-BAN-A.,"transitivo; fiar, tecer."
PO-BAN-DARA.,fiandeiro.
PO-BEBE.,"fino, ralo."
PO-BEBOlA.,"ligeiro, esperto. Substantivo: presteza."
PO-BEBNG-ABA.,dedo-indicador.
PO-BEENG-A-gUPE.,transitivo: apontar.
PO-BURA.,"transitivo: revirar, revolver, esquadrinhar. 2 py-bura."
"POgANGA. Substantivo; pogao, purgante, remaedio",Feitigo. 3 Veneno.
POQANG-AlBA.,"pogao para obter certos efeitos bons,"
POgANG-I- gOaba,"pogao, remaedio."
POgANG-I-G0-ARA.,"curador, feiticeiro."
POgANG-I-lARA,"feiticeiro,"
POgANG-U-0,"feitigo, Verbo: intransitivo: tomar purgante, tomar remedio."
PO-gAKARA.,"poderoso, forte."
P0QAN-ONG-A,"transitivo: curar, medicar,"
PO-g-AUgUBA,sonho.
PO-g-AUgUB-A-EgE,intransitivo: sonhar com.
POQEMA.,grito de guerra.
POSEM-A-EQE.,"intransitivo: apupar, gritar, dar grito de guerra, fazer assuada, fazer correr aos gritos, escorragar aos gritos."
POSEM-POSEM-A-EQE.,"intransitivo: apupar, fazer assuada, escorragar aos gritos. A duplicaçao e demonstrativa da maior intensidade da açao."
PO-tJUB-A.,"intransitivo: visitar, fa- zer visita."
PO-gUBAN-A.,"intransitivo: sugar, chupar."
PO-SUB-I-x0ERA.,dado a visitas.
PO-^UP-ARA.,visitador.
PO-gYl-A.,"peso, carga. ñdjetivo: pesado."
PO-QYl-A,intransitivo: pesar.
PO-QYKlfi - E(JE.,intransitivo: tratar com cuidado ou temor.
PO-QYKlE - EYMA.,severo.
POE.,"depressao, melancolia. Adjetivo: deprimi- do, melancolico."
POE.,"pinguela, espar- rela."
PO-S.,transitivo: enfiar a mao.
PO-E^Aia,"esperto, ligeiro."
PO-E<jE-MO.,"transitivo: abastecer, estar cheio, so- brar."
PO-EI-A.,transitivo: lavar as maos de.
P0-E-IRAIA.,"cansado, esgotado, extenuado, enfa- dado"
PO-E-IRAI-A-QUI,"factivo: estar cansado, estar esgotado, etc. Em ve"
PO-E-IRAI-A-QUI,"de ""gul"" pode ser usado o gerundio. — pu-e-irai-a (xe) e ""gui"" ou gerundio."
PO-EKAR-A.,"transitivo: remexer, revolver."
PO-EKYl-A.,transitivo: 1 arrebatar das maos. 2 Estender.
PO-E-Mñ,transitivo: enfiar a mao. - po-I.
PO-EPYK-A.,"transitivo:: revidar, re- tribuir, replicar, responder (no mesmo tom}."
PO-EPYK-ABA.,transitivo:
PO-EPYK-ABA.,"carta de resposta, replica, retribuigao, revide, paga na mesma raoeda."
PO-ETfi,": atarefado, trabalhador."
PO-G0aqU.,grosso e comprido.
PO-GOYRA.,"1 poder, protegao. 2 Parte inferior da mao. po-gOyr-i-bo pO-mongar-Au-a"
PO-2,"delgado, fino e comprido. Substantivo: alimento."
POI-A.,"transitivo: alimentar, dar de comer a, apascentar."
POI-A-QUPE.,"transitivo-relativo: repartir (obje to direto da pessoa). pO-lABABA. Adjetivo: (mao fugidia) ligeiro, destro, diligen te, esperto. Substantivo: presteza."
PO-IR-A-QUl,"intransitivo: deixar de, partir de, lar- gar de, renunciar, engeitar, separar-se, apartar, parar de. - pea."
POK-A.,"estalo, estouro. Verbointransitivo: es- tourar, rebentar, estalar, disparar, espremer."
PO-kA.,"transitivo: torcer, espremer, disparar, torcer coisa comprida."
"POK-ABA. Participio:: modo, meio, instrUmento, etc. de es- tourar:","arma de fogo, fusil, tiro."
POKANGA.,"ralo, raro, escasso."
POKAR-U-gOarA.,"delicado, habil, saga"
POKAR-U-gOarA.,.
PO-KEQARAB-A.,"transitivo: desembrulhar, desenlear."
PO-KEK-A.,"transitivo: envolver, embrulhar."
PO-KIXYK-A.,transitivo: fazer cocegas em.
PO-'KO-PY,"durativo: durar muito, ser longo, ren der (dar rendimento)."
PO-kOab-A.,"factivo: ser ou estar acostumado com ou pra tico em, ter pratica de."
PO-KUGUAB-A.,"transitivo: ser ou estar acostumado com ou pratico em, ter pratica de."
PO-KYA.,sujo.
PO-KYTfi,no.
PO-KYXYK. A.,transitivo: fazer cocegas em.
PO-MO-BY-BYK-A.,intransitivo: apalpar.= unga.
A duplicaçao e eitpressiva de continuidade de açao. pO-mo-gOab-a,trarisitivo: escapar das maos de.
P0-MO-MBYK-A.,transitivo: torcer.
POMONG-A,"pegajoso, viscoso,"
POMONG-A,"intransitivo: grudar-se, pegar-se. p0“MONGAR“Au-A. Verbo: transitivo: torcer a mao de, torcer a (propria) mao."
PONGA»,"coisa que percute ou ressoa, coisa so- nante, som oco, coisa sonora."
PONHANG-A.,transitivo: encher.
PO-NHE-A-I.,encolhido.
PO-NHE-A-I,transitivo: encolher (pano).
Po-O.,"transitivo: colher, apanhar, desfolhar, arran- car."
POOK-A.,"intransitivo: 1 calar ou parar. 2 Cessar, passar. 3 Desmamar."
PO-PEBA.,": achatado (e comprido); lar- go (como fio, fita, etc.)."
Pfl-Pfi-gAMA.,corda de cesto.
PO-PE-QOARA.,‘o que esta na mao. 2 Arma.
PO-PE-gOAR-A,factivo: estar armado.
PO-PABA.,"ferrao, dente de cobra, aguilhao, t punhal, adaga."
PO-PINDfi,: ladrao.
PO-PIR,"bolha da mao, calo da mao."
P0-POAR-A.,transitivo: atar as maos de.
POPOB-A.,transitivo: pular.
POPOR-A.,"iterativo: saltar, saltitar."
PO-PU-AgABA.,atadura das maos.
PO-PU-AgABA.,Grilhao.
PO-PUAR-A,transitivo: atar as maos de.
PO-PU-GUAR-A.,transitivo; amarrar as raaos de.
PO-PY.,cabo.
PO-PY-ATA.,": brago forte. Adje- tivo: forte, forte no brago."
PO-PY-ATA,"transitivo: ter forga, resistir, pu- xar com forga."
PO-PY-ATA-BABA.,"forga, resistencia."
PO-PYgYK-A.,transitivo: tomar a mao de.
PO-PYgYK-A.,Casar com. pO-PYlA. Adjetivo: ligeiro: po-egiia.
PO-PYM-A.,transitivo: arrebitar.
PO-PYTUNA.,encorpado.
PO-PY - TYBO.,"transitivo: ajudar, auxiliar."
POR.,antes de.
POR',"de classe superior. fi apOcope de ""poro-""."
"PORA. Participio: abundancial afirmativo passivo, no presen- te: o que e tido, o que esta com, o que e cheio de, o conteudo, habitante de. Por extensao, pode significar: resultado, consequencia, efeito, sinal. Aplica-se com precisao aos ferimentos, sinais ou cicatrizes. Pode ser empre gado com verbos, com pronomes pacientes, mas quase so na 3a, pessoa. Pode levar o","""bae"" se o sen tido pedir. Pode determinar inumeros metaplasmos."
POR-ñ,"transitivo: abundar, conter algo, haver, haver falta (na forma negativa). Verbo: intransitivo: dar saltos, saltar, pular. Verbo: factivo: estar cheio de. Verbo: pronominal: cumprir-se, realizar-se."
PORAB-OK-A.,transitivo: escolher.
POR-ABVKY.,"intransitivo: trabalhar, servir."
POR-BYKY-QUPE.,intransitivo: trabalhar.
POR-AQE-t-A.,danga. Verbo: intransitivo: dangar.
POR-AKAR-A.,"transitivo: 1 buscar ou procurar aliraento pa ra, pescar ou cagar para outro."
POR-AKAR-A.,Encher.
POR-ANDUB-A.,"notlcia, novidade, pergunta, infor- maqao."
POR-ANDUB-A-(jUPñ,"transitivo: interrogar a, perguntar a."
POR-ANDUB-EQE.,"informaçao, pergunta, noticia, no vidade. Verbo: transitivo: interrogar, perguntar por."
POR-ANDUB-ABA.,"coisa sabida, pergunta."
PORANGA.,": belo, bonito, de sor te, bom, feli"
PORANGA.,", formoso. Substantivo: beleza."
PORANG-ABA.,-
PORANG-ABA.,beleza.
POR-APITI.,"matanca. Verbo: intransitivo: fazer matanca, matar gente, mata os outros, trucidade."
PORARA.,"transitivo: ’ aguentar, sofrer', suportar. 2 Go2ar."
POR-AU^UB-A.,"amizade, amor. 2 Miseria? Coitado. Verbo: transitivo: amar, amar os outros."
POR-AU^UB-ARA.,"amoroso, corapassivo, misericordioso."
POR-AUQuB-E-REKO.,"transitivo: ter compaixao de, ter do de."
POR-BAE.,aquele que.
POR-E-AULUBA.,‘araizade. 2 Miseria. 3 Coitado.
POR-E-AUgUB-ARA.,"o que e compassivo. Adjetivo: compassivo, misericordioso, benigno, clemente."
POR-E-AUgUB-E-R-EK0,"transitivo: compadecer-se de, ter compaixao de."
POR-E-AUgUB-E-R-EK0-gARA.,compassivo.
POR-E-AUgUB-OK-A.,"transitivo: compadecer-se de, ter compaixao de."
POR-E-Augu-BORA.,coitado.
POR-E-PENHAN-A-EgE.,"intransitivo: arremeter, brigar com."
POR-E-PENHANG-A-EgE.,"intransitivo: arremeter, brigar com."
POR-EPY.,"resgate, prego."
POR-EPY.,"Tributo, resgate."
POR-EPY-AN-A.,contrato.
POR-EPY-AN-A.,"Resgate. Verbo: intran sitivo: contratar, fazer resgate, fazer contrato, resgatar."
POR-E-R-EKO-ARA-,"o que toma conta, guarda."
POR-E-R-O-A-gARA.,"corsario, salteador."
POR-E-R-O-ARA.,"corsario, salteador."
POR-E-R-O-BIAR-A.,"confiante, submisso. Verbo: intran sitivo: confiar nos outros."
POR-E-R-O-BIAR-EYMA.,"soberbia. Adjetivo: soberbo, orgulhoso, impavido, contuma"
POR-E-R-O-BIAR-EYMA.,", denodado, insubmisso, pertina"
POR-E-R-O-BIAR-EYMA.,", obstinado."
POR-E-R-O-YGAgAP-ARA.,barqueiro.
POR-EYMA,"intransitivo: nao haver, estar vazio, nao haver muito. 2 Servir vinho ou cauim a, dar de beber a."
PORO—,"de classe superior, gente, os outros. Muda pa ra ""moro"" ou ""mboro"" por nasalaqao e equipara o ver bo a intransitivo. Quando o nome come"
PORO—,"a pelo prefi xo ""poro"" nao o muda para ""moro"" e nem perdem o ""a"" final. Se o Verbo: comega por ""ro-"" ou ""no-"", depois de ""poro"" vem a silaba ""gue-"". Pode corresponder em alguns casos a ""io-"" ou ""nho-"". Se o objeto 5 pes- soa ou coisa indeterminada deve recorrer a ""poro-"" ou ""moro-"" ou ""mbae"". Ao contrario dos prefixos de classe ""t-"" e ""poro-"" se usa fora do infinito, do gerundio e dos derivados, assumindo a forma ""poro-"" em ve"
PORO—,"de ""raoro-"". Na conjugaqao dos verbos transitivos; se estes nao variam, muda para ""moro-"" ou ""mboro-""."
PORO-AUQUB-A.,amor.
PORO-AUQUB-A.,Caridade. Verbo: transltivoj amar os outros.
PORO-AUSUP-ARA.,amor-
PORO-E-PENHANG-A-EQe,intransitivo: arremeter.
PORO-G0Et,"de classe superior, seguido de Verbo: de Prefixo: ""ro-"" ou ""no-"" Elemento de composiçao. e a si laba ""gue 11, as vezes ""e 11, sem alteraçao de sentido."
"PORO-gOe-NO. Particulas agrupadas, com fungao causativa. Nas formas verbais reflexivas e reciprocas e quando o ver bo leva objeto direto incorporado ou particuias ""poro-"" ou ""mbae 11 introduz-se um 11 e 11 antes do","""ro- 11 ou 11 no- 11 (esta se nasalizada), mas alguns autores preferem ""gue"""
PORO-GUE-R“A-g0,intransitivo: levar.
"PORO-GUE-RO, Particulas agrupadas, com funcao causativa. Nas formas verbais reflexivas e reciprocas e quando o ver bo leva objeto direto incorporado ou partlculas ""poro-"" ""mbae 11 introduz-se un""e' 1 autes do","11 ro- 11 ou ri no-, t (esta se nasalizada), irtas alguns autores preferem, r gue M"
PORO-I-AI-A,"transitivo: zombar,"
PORO-lA-RO-I-AI-A.,transitivo: zombar.
PORO-IuKA,intransitivo: matar gente.
PORO-IUKA-QARA,"o que mata gente, assassino."
PORO-IUK-aXba,"soberbia. Adjetivo: soberbo, bri- gao, bravo, fero"
PORO-IUK-aXba,", furioso, colerico, encolerizado, exal- tado."
POR-OK-A,"transitivo: esvaziar, despejar, tirar o que esta dentro."
PORO-MBO-E.,intransitivo: ensinar aos outros.
PORO-MBO-E-QARA.,"mestre, professor."
"PORO-MO — Prefixos agrupados, com funcao causativa. 0 signi- ficado e dado pelo",a que prefixam.
PORO-MO-IAgUK-ABA.,pia.
"PORG-MO-IE. Prefixos agrupados, com fungao causativa e refle xiva. 0 significado e dado pelo",a que prefixam. —
"PORO-MO-IE-'MQ- Prefixos agrupados, com fungao causativa e re- flexiva, 0 significado e dado pelo",a que prefixam.
PORO-MO-MBAB-A.,"intransitivo: fazer matanga de gente, matar gente,"
PORO-MO-MORANGA,"caricia,"
PORO-MORANG-AIP-ABA.,pia.
PORO—MO-NG—ETA-,"intrunsitivo; fazer discurso, falar."
PORO-MO-NG-ETA-QUERA.,"sociavel, conversador."
PORO-MO-NG-ETA-gUER-A.,"intransitivo: discursar, falar."
PORO-MO-NG-ETA-gUERA-EYMA,"solitario. — o-Ie-pabe,"
PORO-MO-NHANG-A.,"geracao. Verbo: intransitivo: criar, gerar, procriar."
PORO-MO-NHE-MO-MBO-G0aRA.,f
PORO-MO-NHE-MO-MBO-G0aRA.,confessionario. 2 Con fessor.
PORO-MO-p0eR-AIA.,enfadonho.
PORO-MORANGA.,afago sexual.
PORO-PO-KU-GUAB-A.,"intransitivo: ser ou estar acostuma- do, ser caseiro, ser rnanso."
PORO-POTAR-A.,"sensualidade. Adjetivo: luxurioso, sensual. Verbo: intransitivo: fornicar, fazer ou praticar atos sensuais, ter desejos sexuais."
PORO-PYQYK-A.,transitivo: apanhar.
POROROK-A.,"estrondo, macareu. Adjetivo: estron- doso. Verbo: intransitivo: estrondar."
PORO-Y-RO.,"revelhusco, encruado, envelhecido."
PORO-Y-RO,"intransitivo: encruar-se, enveihecer."
POR-0,"intransitivo: comer carne humana. Verbo: transi- tivo: exercitar, usar, praticar."
POR-0,"Alugar, fretar."
POR-0-QUl,transitivo-relativo: pedir ou tomar empres- tado a.
POR-0 UKAR-A-CUPE.,transitivo-relativo: emprestar.
POR-Y-PAB-A,transitivo: absorver o liquido.
POTABA.,"heranga, quinhao, porqao, parte de uma divisao. 2 Isca, engodo."
POTft-CABA.,vontade.
PO-T-AIA.,"pinguela de varas ou de cordas, trinco, tranca, aldrava, ferrolho. t gatilho."
PO-T-rAI-MO-IN-A.,transitivo:
PO-T-rAI-MO-IN-A.,"fechar com aldrava. a Ar- mar, engatilhar."
POTA-KATU.,"transitivo: desejar muito, folgar com."
POTAR-A.,"transitivo: querer, desejar ou possuir sexual mente. Para o gerundio perde o ""r"". Ex: pota: querendo."
POTAR-I.,"transitivo: querer sem mais, preferir."
POT-E-GUAMA.,insalubre. •
POTI.,"intransitivo: irregular:: defecar. Substantivo: excremento, fezes."
POTI.,"camarao, da familia dos peneideos."
POTlA.,peito.
POTl-A-TINGA.,especie de camarao.
POTl-GUAgu,especie de camarao.
POTI—KY—K? I-A.,especie de lagosta.
POTI-KY—KY—IXE.,especie de lagosta.
POTIRI.,especie de pato.
POTIRI-GUAQU.,"ganso, ave da familia dos ana- tldeos, genero Anser."
POTYRA.,"florido. Caso raro em que o Adjetivo: di- verge da forma substantiva, pois flor"
POTYR-A,"intransitivo: dar ou ter flor, fLorescer. pO-TY-rO. Substantivo: trabalho em grupo. Verbo: intransiti- vo: trabalhar em grupo."
PO-UCUB-A.,"transitivo: tremer, respeitar, recusar, re- cear, sentir repugnancia por."
PO-UNGA.,"transitivo: igualar, adelgagar ou afinar o fio de, igualar o fio de."
PO-URU.,luva.
POXY.,"nojento, torpe, feio, ruim, disforme."
POXY.,De- sonesto.
POXY-KATU.,muito nojento.
PU.,"barulho, estrondo, som."
PU,"intransitivo: soar, fazer barulho, bater."
PU-A^AB-A.,atadura.
PUAl-A.,"transitivo: mandar, governar. A pessoa mandada fica de objeto direto. A coisa de objeto indire- to fica com ""e"
PUAl-A.,"e"" ou ""ri"" (preposigoes)."
PUAI-A-EgE.,"transitivo-relativo: mandar fazer, encomendar."
PUAM-A.,"intransitivo: levantar-se, erguer-se."
PUAM-A-ECE,"transitivo: assaltar, colocar-se contra, combater, dar em cima de."
PUAMA-GUERA.,prisioneiro de guerra.
PUAM-A-YBYTU.,intransitivo: ventar.
PUAN-A.,"transitivo: passar a frente de, sobre- pujar, ultrapassar, avantajar-se."
PUAR-A.,"transitivo: amarrar, atar, ligar, enroLar."
PUBA.,"1 fofo, mole, maduro, brando. 2 Podre. 3 Covarde."
PUB-A,intransitivo: apodrecer.
PUBU-lEREB-A.,"transitivo: ""afundar, por a pique. ‘Balde- ar, esvaziar."
PUBU-lEREB-A.,Emborcar.
PUBUR-A.,"transitivo: revirar, revolver, esquadrinhar. pybur-a."
PUQUA.,espinhela.
PU.,transitivo: ter espinhela caida.
PUCUA-MO-GOYR-A.,transitivo: levantar a espinhela.
PUCU-U-MUK-AIA.,azia.
PU-E-I-R-AI-A.,"cansaqo. Adjetivo: cansado, es- gotado, enfadado, extenuado. Verbo: intransitivo: cansar."
PU-E-I-R-AI-A-CUI,"intransitivo: ou gerundio: can- sar. Verbo: factivo: estar cansado, estar extenuado."
PU-E-R-AI-A.,"cansaço. Adjetivo: cansado, esgota do, enfadado, extenuado. Verbo: intransitivo: cansar. Ver- vo factivo: estar cansado, estar extenuado.= pu-e-r-i-ai-a"
PU-E-R-At-A-EgE,intransitivo: ou gerundio: cansar.
PUER-A,predicativo: ter sido.
POERAB-A.,"intransitivo: convalescer, sarar, tomar for- gas, reviver, curar-se, ressurgir, voltar a si."
POER-AMA.,"de tempo: que tera sido, que deixara de ser."
PU-GUAR-A.,"transitivo: amarrar, atar, ligar, en- rolar."
PUK-A.,intransitivo:'clarear.
PUKA.,agente: rir.
PUK-AgOER-A.,risonho.
PUK-AlB-A.,intransitivo: clarear.
PUKA-IE-BYR-A.,"transitivo: comegar a, continuar a, pa- rar de rir, tornar a rlr."
